path,sizeBytes,sha256,extension,lineCount,category,packageAction,decisionReason
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/data_2,1056768,90ca1a0131f3ca3eb6ed5193bd2845af42e9d149b6a14a70e5d091b462fab3e1,,910,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/data_3,4202496,77d669539293a6acbff84e48108243a4961cfb2ac4105b31a19988917fc74cb2,,6477,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/f_000001,34478,70ee5cb9173aab44a887de50c9b14fafb9533e006bb8378752442e5c63ae93f2,,960,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/f_000002,451968,a075b01d9b015c616511a9e87da77da3d9881621db32f584e4606ddabf1c1100,,1217,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/f_000003,11476456,75b5e033a0d6e1bba1e7ce6aad6f723d84128cda7f2048339c8c498f049f49bc,,,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/f_000004,21876,881f57a64c67d6c6e21f9780bfa41415bda0c6863516d41ef237a94140ac3ad8,,470,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/f_000005,48256,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,,366,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/f_000006,34533,9e20217ee3ba8a8e1edc0f5936ca4d5f17763ad33f9dc5b63536a75a6d5907e2,,275,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/Cache_Data/index,524656,2dd8212aa9fac78f8c018591643a46072acd342d27d7a3db43d87abfdbbe51e1,,3,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/No_Vary_Search/journal.baj,4,9c169428d852e25bd59b27652ed533d2a1f09f96e4c329fa5e06f47e16731543,.baj,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Cache/No_Vary_Search/snapshot.baf,20,0c2dd377ed0cc66161e9db8f89f7d8bcb3ad8c06c4a054bdcba214ab05f58c9a,.baf,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/chrome_cart_db/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/chrome_cart_db/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/ClientCertificates/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/ClientCertificates/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/030783c655245461_0,201,b3afbeed80c15919bd981e636ce284cd040ef18252fab7ee3b3f45af8bfcc8f9,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/0aedaf04b4eed9fc_0,207,5113a4d23690079c52c34f0ed8080263c681a326ee286efbf5b08463424fe265,,5,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/0b4d5b91a58ea61d_0,205,d5688f3c88761c036e71ff9f867827c9e7e511ab7fcf75b5675649a915705cb7,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/31430333890d7539_0,202,a2a2cf316acffb686b8d9ff4a21050453179a873b8fb5691f93f076521d9da0c,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/449705431167d608_0,204,1818f70c6258c897320eb951eac716ad987a8bbd09d86bf3766a0c036382d759,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/576df09e0c0fd866_0,537,021ba69538eb96d87dbf4e560bba66a1ef80992587f68e5289caacfd7706aa0d,,9,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/59b85cf2fcff6660_0,204,3a0ed7cdbac3ea111e42cec0b5a6b0aab35cffd72e16587669888254720df7da,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/669e50019ead7ed8_0,205,8031bba8fd522a6cb9d407ebb53b867c95d3fbd13d92e029dbfe73aa8631b823,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/6b027ceb922f0e07_0,203,291be91b2b23206b875834983fb2209fdfd6b3e6c937dbdaf997c713b88ef3d3,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/6b51feb40b22c982_0,206,291db16e9c85d2546b948ae99133d2c5a469f63a2e6ad2e12cc67fb8c29fe397,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/75fbc82492b8e892_0,201,a4b74d29e0ac633f5e10693fb527d2d729eb1369112f80fa70a92bc141226250,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/77e8c3810d9e50aa_0,212,31c39535ce578311f01035071b5345f5d112b287802e0b42b4c73c689c8927cc,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/8bd4260a9183141a_0,210,4274aa3275ef0ce05b8212e3afbbe1ba83acfcdd368e974a908a7f4818ce39e8,,5,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/9a2aef3444d54a53_0,195,a77989eb9d2c3930a2ab7b25c09740595b4e495bed695012f9bcea7e5d87b4f7,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/b20b90594baf1362_0,206,5245a1c8f071145e73e068f5e85e9990c6fcd59ffb68ec95703782fccb5792d2,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/ba678a2fbd8c358c_0,298,990dc5918f3ce03cc5489a247a46196bc80b1cca988d6409d2097271763afcb2,,5,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/e3550d0bb9162fcb_0,203,ad6d68f99fe5e5aa5536aa6037c33f93d0eeabcd2771f142d84532045036323a,,4,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/index,24,fbcfe23a2ecb82b7100c50811691dde0a33aa3da8d176be9882a9db485dc0f2d,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/js/index-dir/the-real-index,48,0429a8d27bf65bfa36f9377ea9bccc2c4f1809b20400684db3e2617d683b36eb,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/wasm/index,24,fbcfe23a2ecb82b7100c50811691dde0a33aa3da8d176be9882a9db485dc0f2d,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Code Cache/wasm/index-dir/the-real-index,48,6b199284a7dc021bd772fd6c7db3e2aaebf24780d68542d08a4c0c48daa01b13,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/commerce_subscription_db/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/commerce_subscription_db/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnGraphiteCache/data_0,8192,d6a5fe39cd672781b256e0e3102f7022635f1d4bb7cfcc90a80fffe4d0f3877e,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnGraphiteCache/data_1,270336,902f30c1fb0597d0734bc34b979ec5d131f8f39a4b71b338083821216ec8d61b,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnGraphiteCache/data_2,8192,ec1702806f4cc7c42a82fc2b38e89835fde7c64bb32060e0823c9077ca92efb7,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnGraphiteCache/data_3,8192,e09f42c398d688dce168570291f1f92d079987deda3099a34adb9e8c0522b30c,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnGraphiteCache/index,262512,9207d3a98c04abe9dacca7c59169a66328d374313a2e8637f15c4b8177288b6c,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnWebGPUCache/data_0,8192,d6a5fe39cd672781b256e0e3102f7022635f1d4bb7cfcc90a80fffe4d0f3877e,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnWebGPUCache/data_1,270336,902f30c1fb0597d0734bc34b979ec5d131f8f39a4b71b338083821216ec8d61b,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnWebGPUCache/data_2,8192,ec1702806f4cc7c42a82fc2b38e89835fde7c64bb32060e0823c9077ca92efb7,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnWebGPUCache/data_3,8192,e09f42c398d688dce168570291f1f92d079987deda3099a34adb9e8c0522b30c,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DawnWebGPUCache/index,262512,7df70583b62b293252e2a9b167c1713697902055881ea1595503c541e3ad58fe,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DIPS,4096,0ab48b25cba617ed3a4acca0161813b314c095ef63544bb4af60769eb1012977,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/DIPS-wal,45352,813c4c19bacf0ddd903f5a0ad8db2b51ea9816444cf556c168e00962abbae7d7,,14,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/discount_infos_db/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/discount_infos_db/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/discounts_db/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/discounts_db/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/engine_allowlist.bf,360,63e82eb5c06b4c0057d99777bb9b9b8967a5629d20bf795a24448d79c24be281,.bf,10,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Rules/000003.log,76,cc5dacf370f324b77b50dddf5d995fd3c7b7a587cb2f55ac9f24c929d0cd531a,.log,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Rules/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Rules/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Rules/LOG,287,aae886bf13eb2f9af5509a7a8ff3991b3efa854526f97c6ae3a5c6921e7bf5e2,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Rules/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Scripts/000003.log,76,cc5dacf370f324b77b50dddf5d995fd3c7b7a587cb2f55ac9f24c929d0cd531a,.log,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Scripts/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Scripts/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Scripts/LOG,291,912028a57504bc5d9867067ee4442965212b3b3cdf6f7dd84b48d4be2aafe2a6,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension Scripts/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension State/000003.log,228,48d535bb330519c00d150578734c6cecb056c4b5cdd2a45c70590bc896d27d9f,.log,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension State/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Extension State/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
